"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
week4_deadline,survey_completion,,text,"Week 4 Deadline",,,date_ymd,,,,,,,,,,
week4_completed,survey_completion,,yesno,"Week 4 Completed?",,,,,,,,,,,,,
week4_date,survey_completion,,text,"Week 4 Timestamp",,,date_ymd,,,,"[1_arm_1][week4_completed] = '1'",,,,,,
week4_missed,survey_completion,,yesno,"Week 4 Missed",,,,,,,,,,,,,
eot_startdate,survey_completion,,text,"EOT Start date",,"Set at T2 complete",date_ymd,,,,,,,,,,
eot_deadline,survey_completion,,text,"EOT Deadline",,,date_ymd,,,,,,,,,,
eot_completed,survey_completion,,yesno,"EOT Completed?",,,,,,,,,,,,,
eot_date,survey_completion,,text,"EOT Timestamp",,,date_ymd,,,,"[1_arm_1][eot_completed] = '1'",,,,,,
eot_missed,survey_completion,,yesno,"EOT Missed",,,,,,,,,,,,,
eot1year_startdate,survey_completion,,text,"EOT +1Year Start date",,"Set at T3 complete",date_ymd,,,,,,,,,,
eot1year_deadline,survey_completion,,text,"EOT +1Year Deadline",,,date_ymd,,,,,,,,,,
eot1year_completed,survey_completion,,yesno,"EOT +1Year Completed?",,,,,,,,,,,,,
eot1year_date,survey_completion,,text,"EOT +1Year Timestamp",,,date_ymd,,,,"[1_arm_1][eot1year_completed] = '1'",,,,,,
eot1year_missed,survey_completion,,yesno,"EOT +1Year Missed",,,,,,,,,,,,,
eot3year_startdate,survey_completion,,text,"EOT +3 Year Start date",,"Set at T4 complete",date_ymd,,,,,,,,,,
eot3year_deadline,survey_completion,,text,"EOT +3 Year Deadline",,,date_ymd,,,,,,,,,,
eot3year_completed,survey_completion,,yesno,"EOT +3 Year Completed?",,,,,,,,,,,,,
eot3year_date,survey_completion,,text,"EOT +3 Year Timestamp",,,date_ymd,,,,"[1_arm_1][eot3year_completed] = '1'",,,,,,
eot3year_missed,survey_completion,,yesno,"EOT +3 Year Missed",,,,,,,,,,,,,
sevfrq_qstestcd,headache_impact,,descriptive,SEVFRQ,,,,,,,"0 = 1",,,,,,
sevfrq_qstest,headache_impact,,descriptive,"When you have headaches, how often is the pain severe?",,,,,,,"0 = 1",,,,,,
sevfrq_qscat,headache_impact,,descriptive,"HEADACHE IMPACT TEST",,,,,,,"0 = 1",,,,,,
sevfrq_qsorres,headache_impact,,radio,"When you have headaches, how often is the pain severe?","1, Never | 2, Rarely | 3, Sometimes | 4, Very often | 5, Always",,,,,,,,,,,,
adlfrq_qstestcd,headache_impact,,descriptive,ADLFRQ,,,,,,,"0 = 1",,,,,,
adlfrq_qstest,headache_impact,,descriptive,"How often do headaches limit your ability to do usual daily activities including household work, work, school, or social activities?",,,,,,,"0 = 1",,,,,,
adlfrq_qscat,headache_impact,,descriptive,"HEADACHE IMPACT TEST",,,,,,,"0 = 1",,,,,,
adlfrq_qsorres,headache_impact,,radio,"How often do headaches limit your ability to do usual daily activities including household work, work, school, or social activities?","1, Never | 2, Rarely | 3, Sometimes | 4, Very often | 5, Always",,,,,,,,,,,,
ldnfrq_qstestcd,headache_impact,,descriptive,LDNFRQ,,,,,,,"0 = 1",,,,,,
ldnfrq_qstest,headache_impact,,descriptive,"When you have a headache, how often do you wish you could lie down?",,,,,,,"0 = 1",,,,,,
ldnfrq_qscat,headache_impact,,descriptive,"HEADACHE IMPACT TEST",,,,,,,"0 = 1",,,,,,
ldnfrq_qsorres,headache_impact,,radio,"When you have a headache, how often do you wish you could lie down?","1, Never | 2, Rarely | 3, Sometimes | 4, Very often | 5, Always",,,,,,,,,,,,
ftgfrq_qstestcd,headache_impact,,descriptive,FTGFRQ,,,,,,,"0 = 1",,,,,,
ftgfrq_qstest,headache_impact,,descriptive,"In the past 4 weeks, how often have you felt too tired to do work or daily activities because of your headaches?",,,,,,,"0 = 1",,,,,,
ftgfrq_qscat,headache_impact,,descriptive,"HEADACHE IMPACT TEST",,,,,,,"0 = 1",,,,,,
ftgfrq_qsorres,headache_impact,,radio,"In the past 4 weeks, how often have you felt too tired to do work or daily activities because of your headaches?","1, Never | 2, Rarely | 3, Sometimes | 4, Very often | 5, Always",,,,,,,,,,,,
irrfrq_qstestcd,headache_impact,,descriptive,IRRFRQ,,,,,,,"0 = 1",,,,,,
irrfrq_qstest,headache_impact,,descriptive,"in the past 4 weeks, how often have you felt fed up or irritated because of your headaches?",,,,,,,"0 = 1",,,,,,
irrfrq_qscat,headache_impact,,descriptive,"HEADACHE IMPACT TEST",,,,,,,"0 = 1",,,,,,
irrfrq_qsorres,headache_impact,,radio,"in the past 4 weeks, how often have you felt fed up or irritated because of your headaches?","1, Never | 2, Rarely | 3, Sometimes | 4, Very often | 5, Always",,,,,,,,,,,,
concfrq_qstestcd,headache_impact,,descriptive,CONCFRQ,,,,,,,"0 = 1",,,,,,
concfrq_qstest,headache_impact,,descriptive,"In the past 4 weeks, how often did headaches limit your ability to concentrate on work or daily activities?",,,,,,,"0 = 1",,,,,,
concfrq_qscat,headache_impact,,descriptive,"HEADACHE IMPACT TEST",,,,,,,"0 = 1",,,,,,
concfrq_qsorres,headache_impact,,radio,"In the past 4 weeks, how often did headaches limit your ability to concentrate on work or daily activities?","1, Never | 2, Rarely | 3, Sometimes | 4, Very often | 5, Always",,,,,,,,,,,,
fatexp20_qstestcd,fatigue,,descriptive,FATEXP20,,,,,,,"0 = 1",,,,,,
fatexp20_qstest,fatigue,,descriptive,"How often did you feel tired?",,,,,,,"0 = 1",,,,,,
fatexp20_qscat,fatigue,,descriptive,"PROMIS FATIGUE SF7A",,,,,,,"0 = 1",,,,,,
fatexp20_qsorres,fatigue,"In the past 7 days",radio,"How often did you feel tired?","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,,,,,,,
fatexp5_qstestcd,fatigue,,descriptive,FATEXP5,,,,,,,"0 = 1",,,,,,
fatexp5_qstest,fatigue,,descriptive,"How often did you experience extreme exhaustion?",,,,,,,"0 = 1",,,,,,
fatexp5_qscat,fatigue,,descriptive,"PROMIS FATIGUE SF7A",,,,,,,"0 = 1",,,,,,
fatexp5_qsorres,fatigue,,radio,"How often did you experience extreme exhaustion?","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,,,,,,,
fatexp18_qstestcd,fatigue,,descriptive,FATEXP18,,,,,,,"0 = 1",,,,,,
fatexp18_qstest,fatigue,,descriptive,"How often did you run out of energy?",,,,,,,"0 = 1",,,,,,
fatexp18_qscat,fatigue,,descriptive,"PROMIS FATIGUE SF7A",,,,,,,"0 = 1",,,,,,
fatexp18_qsorres,fatigue,,radio,"How often did you run out of energy?","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,,,,,,,
fatimp33_qstestcd,fatigue,,descriptive,FATIMP33,,,,,,,"0 = 1",,,,,,
fatimp33_qstest,fatigue,,descriptive,"How often did your fatigue limit you at work (include work at home)?",,,,,,,"0 = 1",,,,,,
fatimp33_qscat,fatigue,,descriptive,"PROMIS FATIGUE SF7A",,,,,,,"0 = 1",,,,,,
fatimp33_qsorres,fatigue,,radio,"How often did your fatigue limit you at work (include work at home)?","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,,,,,,,
fatimp30_qstestcd,fatigue,,descriptive,FATIMP30,,,,,,,"0 = 1",,,,,,
fatimp30_qstest,fatigue,,descriptive,"How often were you too tired to think clearly?",,,,,,,"0 = 1",,,,,,
fatimp30_qscat,fatigue,,descriptive,"PROMIS FATIGUE SF7A",,,,,,,"0 = 1",,,,,,
fatimp30_qsorres,fatigue,,radio,"How often were you too tired to think clearly?","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,,,,,,,
fatimp21_qstestcd,fatigue,,descriptive,FATIMP21,,,,,,,"0 = 1",,,,,,
fatimp21_qstest,fatigue,,descriptive,"How often were you too tired to take a bath or shower?",,,,,,,"0 = 1",,,,,,
fatimp21_qscat,fatigue,,descriptive,"PROMIS FATIGUE SF7A",,,,,,,"0 = 1",,,,,,
fatimp21_qsorres,fatigue,,radio,"How often were you too tired to take a bath or shower?","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,,,,,,,
fatimp40_qstestcd,fatigue,,descriptive,FATIMP40,,,,,,,"0 = 1",,,,,,
fatimp40_qstest,fatigue,,descriptive,"How often did you have enough energy to exercise strenuously?",,,,,,,"0 = 1",,,,,,
fatimp40_qscat,fatigue,,descriptive,"PROMIS FATIGUE SF7A",,,,,,,"0 = 1",,,,,,
fatimp40_qsorres,fatigue,,radio,"How often did you have enough energy to exercise strenuously?","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,,,,,,,
gi49_qstestcd,nausea_vomiting,,descriptive,GI49,,,,,,,"0 = 1",,,,,,
gi49_qstest,nausea_vomiting,,descriptive,"How often did you have nausea - that is, a feeling like you could vomit?",,,,,,,"0 = 1",,,,,,
gi49_qscat,nausea_vomiting,,descriptive,"PROMIS GI NAUSEA VOMITING",,,,,,,"0 = 1",,,,,,
gi49_qsorres,nausea_vomiting,"In the past 7 days",radio,"How often did you have nausea - that is, a feeling like you could vomit?","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,,,,,,,
gi52_qstestcd,nausea_vomiting,,descriptive,GI52,,,,,,,"0 = 1",,,,,,
gi52_qstest,nausea_vomiting,,descriptive,"How often did you know that you would have nausea before it happened?",,,,,,,"0 = 1",,,,,,
gi52_qscat,nausea_vomiting,,descriptive,"PROMIS GI NAUSEA VOMITING",,,,,,,"0 = 1",,,,,,
gi52_qsorres,nausea_vomiting,,radio,"How often did you know that you would have nausea before it happened?","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[gi49_qsorres] != '1'",,,,,,
gi55_qstestcd,nausea_vomiting,,descriptive,GI55,,,,,,,"0 = 1",,,,,,
gi55_qstest,nausea_vomiting,,descriptive,"How often did you have a poor appetite?",,,,,,,"0 = 1",,,,,,
gi55_qscat,nausea_vomiting,,descriptive,"PROMIS GI NAUSEA VOMITING",,,,,,,"0 = 1",,,,,,
gi55_qsorres,nausea_vomiting,,radio,"How often did you have a poor appetite?","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,,,,,,,
gi59_qstestcd,nausea_vomiting,,descriptive,GI59,,,,,,,"0 = 1",,,,,,
gi59_qstest,nausea_vomiting,,descriptive,"How often did you throw up or vomit?",,,,,,,"0 = 1",,,,,,
gi59_qscat,nausea_vomiting,,descriptive,"PROMIS GI NAUSEA VOMITING",,,,,,,"0 = 1",,,,,,
gi59_qsorres,nausea_vomiting,,radio,"How often did you throw up or vomit?","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,,,,,,,
gi38_qstestcd,diarrhea,,descriptive,GI38,,,,,,,"0 = 1",,,,,,
gi38_qstest,diarrhea,,descriptive,"How many days did you have loose or watery stools?",,,,,,,"0 = 1",,,,,,
gi38_qscat,diarrhea,,descriptive,"PROMIS GI DIARRHEA",,,,,,,"0 = 1",,,,,,
gi38_qsorres,diarrhea,"In the past 7 days",radio,"How many days did you have loose or watery stools?","1, No days | 2, 1 day | 3, 2 days | 4, 3-5 days | 5, 6-7 days",,,,,,,,,,,,
gi40_qstestcd,diarrhea,,descriptive,GI40,,,,,,,"0 = 1",,,,,,
gi40_qstest,diarrhea,,descriptive,"How much did having loose or watery stools interfere with your day-to-day activities?",,,,,,,"0 = 1",,,,,,
gi40_qscat,diarrhea,,descriptive,"PROMIS GI DIARRHEA",,,,,,,"0 = 1",,,,,,
gi40_qsorres,diarrhea,,radio,"How much did having loose or watery stools interfere with your day-to-day activities?","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[gi38_qsorres] != '1'",,,,,,
gi41_qstestcd,diarrhea,,descriptive,GI41,,,,,,,"0 = 1",,,,,,
gi41_qstest,diarrhea,,descriptive,"How much did having loose or watery stools bother you?",,,,,,,"0 = 1",,,,,,
gi41_qscat,diarrhea,,descriptive,"PROMIS GI DIARRHEA",,,,,,,"0 = 1",,,,,,
gi41_qsorres,diarrhea,,radio,"How much did having loose or watery stools bother you?","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[gi38_qsorres] != '1'",,,,,,
gi43_qstestcd,diarrhea,,descriptive,GI43,,,,,,,"0 = 1",,,,,,
gi43_qstest,diarrhea,,descriptive,"How much did feeling you needed to empty your bowels right away interfere with your day-to-day activities?",,,,,,,"0 = 1",,,,,,
gi43_qscat,diarrhea,,descriptive,"PROMIS GI DIARRHEA",,,,,,,"0 = 1",,,,,,
gi43_qsorres,diarrhea,,radio,"How much did feeling you needed to empty your bowels right away interfere with your day-to-day activities?","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[gi38_qsorres] != '1'",,,,,,
gi42_qstestcd,diarrhea,,descriptive,GI42,,,,,,,"0 = 1",,,,,,
gi42_qstest,diarrhea,,descriptive,"How often did you feel like you needed to empty your bowels right away or else you would have an accident?",,,,,,,"0 = 1",,,,,,
gi42_qscat,diarrhea,,descriptive,"PROMIS GI DIARRHEA",,,,,,,"0 = 1",,,,,,
gi42_qsorres,diarrhea,,radio,"How often did you feel like you needed to empty your bowels right away or else you would have an accident?","1, Never | 2, One time during the past 7 days | 3, 2-6 days during the past 7 days | 4, Once a day | 5, More than once a day",,,,,,,,,,,,
gi44_qstestcd,diarrhea,,descriptive,GI44,,,,,,,"0 = 1",,,,,,
gi44_qstest,diarrhea,,descriptive,"How much did feeling you needed to empty your bowels right away bother you?",,,,,,,"0 = 1",,,,,,
gi44_qscat,diarrhea,,descriptive,"PROMIS GI DIARRHEA",,,,,,,"0 = 1",,,,,,
gi44_qsorres,diarrhea,,radio,"How much did feeling you needed to empty your bowels right away bother you?","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[gi42_qsorres] != '1'",,,,,,
gi78_qstestcd,belly_pain,,descriptive,GI78,,,,,,,"0 = 1",,,,,,
gi78_qstest,belly_pain,,descriptive,"How often did you have belly pain?",,,,,,,"0 = 1",,,,,,
gi78_qscat,belly_pain,,descriptive,"PROMIS GI BELLY PAIN",,,,,,,"0 = 1",,,,,,
gi78_qsorres,belly_pain,"In the past 7 days",radio,"How often did you have belly pain?","1, Never | 2, One day | 3, 2-6 days | 4, Once a day | 5, More than once a day",,,,,,,,,,,,
gi79_qstestcd,belly_pain,,descriptive,GI79,,,,,,,"0 = 1",,,,,,
gi79_qstest,belly_pain,,descriptive,"At its worst, how would you rate your belly pain?",,,,,,,"0 = 1",,,,,,
gi79_qscat,belly_pain,,descriptive,"PROMIS GI BELLY PAIN",,,,,,,"0 = 1",,,,,,
gi79_qsorres,belly_pain,,radio,"At its worst, how would you rate your belly pain?","1, Not bad at all | 2, A little bad | 3, Somewhat bad | 4, Quite bad | 5, Very bad",,,,,,"[gi78_qsorres] != '1'",,,,,,
gi81_89_nxmesg,belly_pain,,descriptive,"Below is a picture showing the front of the body. The belly is divided into 9 areas, numbered 1 through 9. Please select the numbers that correspond with the areas where you felt your belly pain over the past 7 days. You may select more than one number if you had pain in more than one area.",,,,,,,,,,,,,
gi81_89_qstestcd,belly_pain,,descriptive,GI81-89,,,,,,,"0 = 1",,,,,,
gi81_89_qstest,belly_pain,,descriptive,"Please select the numbers that correspond with the areas where you felt belly pain",,,,,,,"0 = 1",,,,,,
gi81_89_qscat,belly_pain,,descriptive,"PROMIS GI BELLY PAIN",,,,,,,"0 = 1",,,,,,
gi81_89_qsorres,belly_pain,,checkbox,"Please select the numbers that correspond with the areas where you felt belly pain","1, Area 1 | 2, Area 2 | 3, Area 3 | 4, Area 4 | 5, Area 5 | 6, Area 6 | 7, Area 7 | 8, Area 8 | 9, Area 9",,,,,,"[gi78_qsorres] != '1'",,,,,,
gi90_qstestcd,belly_pain,,descriptive,GI90,,,,,,,"0 = 1",,,,,,
gi90_qstest,belly_pain,,descriptive,"How much did belly pain interfere with your day-to-day activities?",,,,,,,"0 = 1",,,,,,
gi90_qscat,belly_pain,,descriptive,"PROMIS GI BELLY PAIN",,,,,,,"0 = 1",,,,,,
gi90_qsorres,belly_pain,,radio,"How much did belly pain interfere with your day-to-day activities?","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[gi78_qsorres] != '1'",,,,,,
gi91_qstestcd,belly_pain,,descriptive,GI91,,,,,,,"0 = 1",,,,,,
gi91_qstest,belly_pain,,descriptive,"How much did belly pain bother you?",,,,,,,"0 = 1",,,,,,
gi91_qscat,belly_pain,,descriptive,"PROMIS GI BELLY PAIN",,,,,,,"0 = 1",,,,,,
gi91_qsorres,belly_pain,,radio,"How much did belly pain bother you?","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[gi78_qsorres] != '1'",,,,,,
gi92_qstestcd,belly_pain,,descriptive,GI92,,,,,,,"0 = 1",,,,,,
gi92_qstest,belly_pain,,descriptive,"How often did you have discomfort in your belly?",,,,,,,"0 = 1",,,,,,
gi92_qscat,belly_pain,,descriptive,"PROMIS GI BELLY PAIN",,,,,,,"0 = 1",,,,,,
gi92_qsorres,belly_pain,,radio,"How often did you have discomfort in your belly?","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,,,,,,,
liv01_qstestcd,belly_pain,,descriptive,LIV01,,,,,,,"0 = 1",,,,,,
liv01_qstest,belly_pain,,descriptive,"When you answered the previous questions on 'belly pain', were you thinking about pain that may be felt in the area of your liver?",,,,,,,"0 = 1",,,,,,
liv01_qscat,belly_pain,,descriptive,"PRIORITIZE LIVER PAIN",,,,,,,"0 = 1",,,,,,
liv01_qsorres,belly_pain,,radio,"Your liver is on the right side of your body under your ribcage.  When you answered the previous questions on 'belly pain', were you thinking about pain that may be felt in the area of your liver?","1, Yes, I was thinking of pain in the area of my liver | 2, No, I was thinking of pain in my belly area, and not in the area of my liver | 3, I have no pain in the area of my belly or my liver",,,,,,"[gi78_qsorres] != '1'",,,,,,
liv02_qstestcd,belly_pain,,descriptive,LIV02,,,,,,,"0 = 1",,,,,,
liv02_qstest,belly_pain,,descriptive,"How bad was your pain in the liver area on average?",,,,,,,"0 = 1",,,,,,
liv02_qscat,belly_pain,,descriptive,"PRIORITIZE LIVER PAIN",,,,,,,"0 = 1",,,,,,
liv02_qsorres,belly_pain,,radio,"How bad was your pain in the liver area on average?","0, No liver pain | 1, 1 | 2, 2 |3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, Worst liver pain you can think of",,,,,,"[liv01_qsorres] = '1'",,,,,,
sleep109_qstestcd,sleep_disturbance,,descriptive,Sleep109,,,,,,,"0 = 1",,,,,,
sleep109_qstest,sleep_disturbance,,descriptive,"My sleep quality was",,,,,,,"0 = 1",,,,,,
sleep109_qscat,sleep_disturbance,,descriptive,"PROMIS SLEEP DISTURBANCE SF 8A",,,,,,,"0 = 1",,,,,,
sleep109_qsorres,sleep_disturbance,"In the past 7 days",radio,"My sleep quality was","5, Very poor | 4, Poor | 3, Fair | 2, Good | 1, Very good",,,,,,,,,,,,
sleep116_qstestcd,sleep_disturbance,,descriptive,Sleep116,,,,,,,"0 = 1",,,,,,
sleep116_qstest,sleep_disturbance,,descriptive,"My sleep was refreshing",,,,,,,"0 = 1",,,,,,
sleep116_qscat,sleep_disturbance,,descriptive,"PROMIS SLEEP DISTURBANCE SF 8A",,,,,,,"0 = 1",,,,,,
sleep116_qsorres,sleep_disturbance,,radio,"My sleep was refreshing","5, Not at all | 4, A little bit | 3, Somewhat | 2, Quite a bit | 1, Very much",,,,,,,,,,,,
sleep20_qstestcd,sleep_disturbance,,descriptive,Sleep20,,,,,,,"0 = 1",,,,,,
sleep20_qstest,sleep_disturbance,,descriptive,"I had a problem with my sleep",,,,,,,"0 = 1",,,,,,
sleep20_qscat,sleep_disturbance,,descriptive,"PROMIS SLEEP DISTURBANCE SF 8A",,,,,,,"0 = 1",,,,,,
sleep20_qsorres,sleep_disturbance,,radio,"I had a problem with my sleep","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,,,,,,,
sleep44_qstestcd,sleep_disturbance,,descriptive,Sleep44,,,,,,,"0 = 1",,,,,,
sleep44_qstest,sleep_disturbance,,descriptive,"I had difficulty falling asleep",,,,,,,"0 = 1",,,,,,
sleep44_qscat,sleep_disturbance,,descriptive,"PROMIS SLEEP DISTURBANCE SF 8A",,,,,,,"0 = 1",,,,,,
sleep44_qsorres,sleep_disturbance,,radio,"I had difficulty falling asleep","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,,,,,,,
sleep108_qstestcd,sleep_disturbance,,descriptive,Sleep108,,,,,,,"0 = 1",,,,,,
sleep108_qstest,sleep_disturbance,,descriptive,"My sleep was restless",,,,,,,"0 = 1",,,,,,
sleep108_qscat,sleep_disturbance,,descriptive,"PROMIS SLEEP DISTURBANCE SF 8A",,,,,,,"0 = 1",,,,,,
sleep108_qsorres,sleep_disturbance,,radio,"My sleep was restless","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,,,,,,,
sleep72_qstestcd,sleep_disturbance,,descriptive,Sleep72,,,,,,,"0 = 1",,,,,,
sleep72_qstest,sleep_disturbance,,descriptive,"I tried hard to get to sleep",,,,,,,"0 = 1",,,,,,
sleep72_qscat,sleep_disturbance,,descriptive,"PROMIS SLEEP DISTURBANCE SF 8A",,,,,,,"0 = 1",,,,,,
sleep72_qsorres,sleep_disturbance,,radio,"I tried hard to get to sleep","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,,,,,,,
sleep67_qstestcd,sleep_disturbance,,descriptive,Sleep67,,,,,,,"0 = 1",,,,,,
sleep67_qstest,sleep_disturbance,,descriptive,"I worried about not being able to fall asleep",,,,,,,"0 = 1",,,,,,
sleep67_qscat,sleep_disturbance,,descriptive,"PROMIS SLEEP DISTURBANCE SF 8A",,,,,,,"0 = 1",,,,,,
sleep67_qsorres,sleep_disturbance,,radio,"I worried about not being able to fall asleep","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,,,,,,,
sleep115_qstestcd,sleep_disturbance,,descriptive,Sleep115,,,,,,,"0 = 1",,,,,,
sleep115_qstest,sleep_disturbance,,descriptive,"I was satisfied with my sleep",,,,,,,"0 = 1",,,,,,
sleep115_qscat,sleep_disturbance,,descriptive,"PROMIS SLEEP DISTURBANCE SF 8A",,,,,,,"0 = 1",,,,,,
sleep115_qsorres,sleep_disturbance,,radio,"I was satisfied with my sleep","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,,,,,,,
pc2_qstestcd,applied_cognition,,descriptive,PC2,,,,,,,"0 = 1",,,,,,
pc2_qstest,applied_cognition,,descriptive,"My thinking has been slow",,,,,,,"0 = 1",,,,,,
pc2_qscat,applied_cognition,,descriptive,"PROMIS APPLIED COGNITION GENERAL CONCERNS SF 8A",,,,,,,"0 = 1",,,,,,
pc2_qsorres,applied_cognition,"In the past 7 days",radio,"My thinking has been slow","1, Never | 2, Rarely (Once) | 3, Sometimes (Two or three times) | 4, Often (About once a day) | 5, Very often (Several times a day)",,,,,,,,,,,,
pc35_qstestcd,applied_cognition,,descriptive,PC35,,,,,,,"0 = 1",,,,,,
pc35_qstest,applied_cognition,,descriptive,"It has seemed like my brain was not working as well as usual",,,,,,,"0 = 1",,,,,,
pc35_qscat,applied_cognition,,descriptive,"PROMIS APPLIED COGNITION GENERAL CONCERNS SF 8A",,,,,,,"0 = 1",,,,,,
pc35_qsorres,applied_cognition,,radio,"It has seemed like my brain was not working as well as usual","1, Never | 2, Rarely (Once) | 3, Sometimes (Two or three times) | 4, Often (About once a day) | 5, Very often (Several times a day)",,,,,,,,,,,,
pc36_qstestcd,applied_cognition,,descriptive,PC36,,,,,,,"0 = 1",,,,,,
pc36_qstest,applied_cognition,,descriptive,"I have had to work harder than usual to keep track of what I was doing",,,,,,,"0 = 1",,,,,,
pc36_qscat,applied_cognition,,descriptive,"PROMIS APPLIED COGNITION GENERAL CONCERNS SF 8A",,,,,,,"0 = 1",,,,,,
pc36_qsorres,applied_cognition,,radio,"I have had to work harder than usual to keep track of what I was doing","1, Never | 2, Rarely (Once) | 3, Sometimes (Two or three times) | 4, Often (About once a day) | 5, Very often (Several times a day)",,,,,,,,,,,,
pc42_qstestcd,applied_cognition,,descriptive,PC42,,,,,,,"0 = 1",,,,,,
pc42_qstest,applied_cognition,,descriptive,"I have had trouble shifting back and forth between different activities that require thinking",,,,,,,"0 = 1",,,,,,
pc42_qscat,applied_cognition,,descriptive,"PROMIS APPLIED COGNITION GENERAL CONCERNS SF 8A",,,,,,,"0 = 1",,,,,,
pc42_qsorres,applied_cognition,,radio,"I have had trouble shifting back and forth between different activities that require thinking","1, Never | 2, Rarely (Once) | 3, Sometimes (Two or three times) | 4, Often (About once a day) | 5, Very often (Several times a day)",,,,,,,,,,,,
pc8_qstestcd,applied_cognition,,descriptive,PC8,,,,,,,"0 = 1",,,,,,
pc8_qstest,applied_cognition,,descriptive,"I have had trouble concentrating",,,,,,,"0 = 1",,,,,,
pc8_qscat,applied_cognition,,descriptive,"PROMIS APPLIED COGNITION GENERAL CONCERNS SF 8A",,,,,,,"0 = 1",,,,,,
pc8_qsorres,applied_cognition,,radio,"I have had trouble concentrating","1, Never | 2, Rarely (Once) | 3, Sometimes (Two or three times) | 4, Often (About once a day) | 5, Very often (Several times a day)",,,,,,,,,,,,
pc25_qstestcd,applied_cognition,,descriptive,PC25,,,,,,,"0 = 1",,,,,,
pc25_qstest,applied_cognition,,descriptive,"I have had to work really hard to pay attention or I would make a mistake",,,,,,,"0 = 1",,,,,,
pc25_qscat,applied_cognition,,descriptive,"PROMIS APPLIED COGNITION GENERAL CONCERNS SF 8A",,,,,,,"0 = 1",,,,,,
pc25_qsorres,applied_cognition,,radio,"I have had to work really hard to pay attention or I would make a mistake","1, Never | 2, Rarely (Once) | 3, Sometimes (Two or three times) | 4, Often (About once a day) | 5, Very often (Several times a day)",,,,,,,,,,,,
pc1_qstestcd,applied_cognition,,descriptive,PC1,,,,,,,"0 = 1",,,,,,
pc1_qstest,applied_cognition,,descriptive,"I have had trouble forming thoughts",,,,,,,"0 = 1",,,,,,
pc1_qscat,applied_cognition,,descriptive,"PROMIS APPLIED COGNITION GENERAL CONCERNS SF 8A",,,,,,,"0 = 1",,,,,,
pc1_qsorres,applied_cognition,,radio,"I have had trouble forming thoughts","1, Never | 2, Rarely (Once) | 3, Sometimes (Two or three times) | 4, Often (About once a day) | 5, Very often (Several times a day)",,,,,,,,,,,,
pc53_qstestcd,applied_cognition,,descriptive,PC53,,,,,,,"0 = 1",,,,,,
pc53_qstest,applied_cognition,,descriptive,"My problems with memory, concentration, or making mental mistakes have interfered with the quality of my life",,,,,,,"0 = 1",,,,,,
pc53_qscat,applied_cognition,,descriptive,"PROMIS APPLIED COGNITION GENERAL CONCERNS SF 8A",,,,,,,"0 = 1",,,,,,
pc53_qsorres,applied_cognition,,radio,"My problems with memory, concentration, or making mental mistakes have interfered with the quality of my life","1, Never | 2, Rarely (Once) | 3, Sometimes (Two or three times) | 4, Often (About once a day) | 5, Very often (Several times a day)",,,,,,,,,,,,
